shipping_mode,order_region,market,category_name,department_name,customer_segment,payment_type,days_for_shipment_scheduled,order_item_quantity,order_item_discount_rate,order_item_product_price,sales,revenue_per_unit,is_weekend_order,has_discount,order_hour,order_month,market_risk_score,region_risk_score,mode_risk_score,order_id,order_date,shipping_date,order_country,delivery_status,benefit_per_order,order_item_profit_ratio,shipping_delay_days,days_for_shipping_real,order_year,order_month.1,order_day_of_week,is_profitable,latitude,longitude
First Class,North Punjab,Punjab,Car Accessories,Automotive,Consumer,TRANSFER,2,2,0.167,176917.27,294744.17,147372.08,0,1,9,8,0.4820809248554913,0.4793103448275862,0.5351926799225761,95624,2024-08-15 09:06:00,2024-08-18 09:06:00,Gujranwala,Shipping on time,132546.45,0.4497,1,3,2024,8,3,1,3.5826,57.9744
Same Day,Rural Sindh,Sindh,Footwear,Clothing,Home Office,PAYMENT,0,1,0.224,264932.12,205587.33,205587.33,0,1,15,1,0.5224103055466837,0.5220072294280247,0.4316920322291853,85576,2021-01-25 15:34:00,2021-01-27 15:34:00,Sukkur,Shipping on time,39986.74,0.1945,2,2,2021,1,0,1,-40.4342,-14.8827
Same Day,South Balochistan,Balochistan,Car Accessories,Automotive,Corporate,PAYMENT,0,3,0.222,160271.25,374073.1,124691.03,1,1,7,12,0.6475729301995985,0.6395294117647059,0.4316920322291853,93719,2023-12-16 07:00:00,2023-12-16 07:00:00,Turbat,Shipping on time,161524.76,0.4318,0,0,2023,12,5,1,-43.2945,16.5535
Second Class,South Punjab,Punjab,Furniture,Home & Garden,Consumer,CASH,3,2,0.151,288144.2,489268.85,244634.42,0,1,20,9,0.4820809248554913,0.487797147385103,0.6605610122997965,14512,2024-09-02 20:54:00,2024-09-06 20:54:00,Lahore,Late delivery,113314.67,0.2316,1,4,2024,9,0,1,50.8381,-67.2142
Standard Class,Capital Territory,Federal,Personal Care,Health,Home Office,PAYMENT,6,5,0.125,232069.08,1015302.22,203060.44,0,1,14,11,0.7340503544365681,0.7377613776137761,0.7366829702089818,52932,2024-11-27 14:17:00,2024-12-05 14:17:00,Gilgit,Late delivery,213822.65,0.2106,2,8,2024,11,2,1,20.4012,-152.6633
First Class,North Balochistan,Balochistan,Audio,Electronics,Consumer,TRANSFER,3,2,0.137,38422.53,66317.29,33158.64,0,1,16,5,0.6475729301995985,0.655679392933365,0.5351926799225761,61999,2021-05-19 16:17:00,2021-05-26 16:17:00,Quetta,Late delivery,11797.85,0.1779,4,7,2021,5,2,1,4.4629,51.2509
Standard Class,South Balochistan,Balochistan,Footwear,Clothing,Consumer,DEBIT,7,4,0.062,189689.96,711716.73,177929.18,0,1,11,5,0.6475729301995985,0.6395294117647059,0.7366829702089818,94683,2024-05-07 11:55:00,2024-05-18 11:55:00,Chaman,Late delivery,119853.1,0.1684,4,11,2024,5,1,1,16.8576,-59.7343
Second Class,Urban Sindh,Sindh,Personal Care,Health,Consumer,TRANSFER,3,2,0.182,74725.28,122250.56,61125.28,0,1,4,10,0.5224103055466837,0.522814498933902,0.6605610122997965,66219,2023-10-18 04:22:00,2023-10-22 04:22:00,Sukkur,Late delivery,10904.75,0.0892,1,4,2023,10,2,1,-11.0098,-150.1638
Standard Class,South KPK,KPK,Accessories,Clothing,Home Office,CASH,6,2,0.05,74716.69,141961.71,70980.86,0,1,15,12,0.5953805774278215,0.5967233774417139,0.7366829702089818,74474,2021-12-24 15:41:00,2021-12-31 15:41:00,Swat,Late delivery,10448.38,0.0736,1,7,2021,12,4,1,-15.5853,21.7323
Second Class,South Balochistan,Balochistan,Team Sports,Sports,Consumer,PAYMENT,3,1,0.154,13569.83,11480.08,11480.08,1,1,0,11,0.6475729301995985,0.6395294117647059,0.6605610122997965,73065,2021-11-06 00:38:00,2021-11-11 00:38:00,Quetta,Late delivery,358.18,0.0312,2,5,2021,11,5,1,3.6501,-133.8334
Standard Class,Rural Sindh,Sindh,Cameras,Electronics,Corporate,DEBIT,6,3,0.079,101962.3,281721.83,93907.28,0,1,10,9,0.5224103055466837,0.5220072294280247,0.7366829702089818,94016,2024-09-18 10:36:00,2024-09-25 10:36:00,Larkana,Late delivery,106603.54,0.3784,1,7,2024,9,2,1,57.0594,178.3316
First Class,South KPK,KPK,Movies & TV,Books & Media,Home Office,TRANSFER,3,2,0.171,230507.15,382180.85,191090.42,0,1,19,12,0.5953805774278215,0.5967233774417139,0.5351926799225761,55643,2024-12-17 19:14:00,2024-12-21 19:14:00,Swat,Shipping on time,58550.11,0.1532,1,4,2024,12,1,1,-10.8325,-132.4032
Standard Class,North Punjab,Punjab,Women's Fashion,Clothing,Consumer,TRANSFER,7,2,0.112,255851.57,454392.39,227196.2,0,1,4,5,0.4820809248554913,0.4793103448275862,0.7366829702089818,93445,2021-05-27 04:37:00,2021-06-08 04:37:00,Sialkot,Shipping on time,-19947.83,-0.0439,5,12,2021,5,3,0,24.7605,125.2736
Second Class,North KPK,KPK,Bedding,Home & Garden,Home Office,CASH,3,1,0.195,19027.15,15316.86,15316.86,0,1,7,1,0.5953805774278215,0.5940386230058774,0.6605610122997965,78645,2022-01-07 07:54:00,2022-01-10 07:54:00,Swat,Shipping on time,5083.67,0.3319,0,3,2022,1,4,1,66.5091,39.1938
First Class,Central Punjab,Punjab,Cameras,Electronics,Home Office,TRANSFER,2,3,0.197,114685.47,276277.3,92092.43,0,1,15,5,0.4820809248554913,0.479179810725552,0.5351926799225761,78049,2022-05-25 15:00:00,2022-05-29 15:00:00,Lahore,Shipping on time,39176.12,0.1418,2,4,2022,5,2,1,14.7912,-149.5494
Second Class,North KPK,KPK,Grocery,Food,Home Office,DEBIT,3,1,0.181,92142.74,75464.9,75464.9,0,1,5,2,0.5953805774278215,0.5940386230058774,0.6605610122997965,88126,2024-02-09 05:08:00,2024-02-13 05:08:00,Swat,Shipping on time,18073.84,0.2395,1,4,2024,2,4,1,6.3668,-6.1069
Standard Class,South Balochistan,Balochistan,Movies & TV,Books & Media,Home Office,TRANSFER,5,5,0.196,273866.01,1100941.36,220188.27,0,1,9,1,0.6475729301995985,0.6395294117647059,0.7366829702089818,42289,2024-01-18 09:17:00,2024-01-24 09:17:00,Quetta,Late delivery,357695.85,0.3249,1,6,2024,1,3,1,33.9541,28.2562
First Class,South Balochistan,Balochistan,Mobiles & Tablets,Electronics,Home Office,TRANSFER,3,2,0.156,269414.69,454772.0,227386.0,0,1,3,1,0.6475729301995985,0.6395294117647059,0.5351926799225761,85348,2024-01-19 03:06:00,2024-01-26 03:06:00,Quetta,Shipping on time,122379.15,0.2691,4,7,2024,1,4,1,9.0196,-73.2276
First Class,South KPK,KPK,GPS & Navigation,Automotive,Consumer,TRANSFER,3,2,0.321,13757.7,18682.96,9341.48,0,1,0,9,0.5953805774278215,0.5967233774417139,0.5351926799225761,76545,2023-09-27 00:00:00,2023-10-01 00:00:00,Mardan,Late delivery,1440.46,0.0771,1,4,2023,9,2,1,-58.435,-49.3132
Standard Class,Northern Areas,Federal,Accessories,Clothing,Home Office,PAYMENT,4,2,0.181,92876.56,152131.81,76065.9,0,1,5,2,0.7340503544365681,0.7303862035462716,0.7366829702089818,27862,2024-02-12 05:36:00,2024-02-19 05:36:00,Gilgit,Late delivery,11729.36,0.0771,3,7,2024,2,0,1,-47.5309,-38.5552
Same Day,South Punjab,Punjab,Beverages,Food,Corporate,TRANSFER,0,3,0.149,273514.7,698283.03,232761.01,0,1,7,12,0.4820809248554913,0.487797147385103,0.4316920322291853,52090,2022-12-27 07:29:00,2023-01-01 07:29:00,Gujranwala,Shipping on time,43363.38,0.0621,5,5,2022,12,1,1,49.4605,-102.5467
Standard Class,North KPK,KPK,Team Sports,Sports,Home Office,DEBIT,7,4,0.075,32055.07,118603.76,29650.94,0,1,21,5,0.5953805774278215,0.5940386230058774,0.7366829702089818,21876,2023-05-03 21:57:00,2023-05-13 21:57:00,Kohat,Late delivery,47204.3,0.398,3,10,2023,5,2,1,-54.1651,-1.4439
Standard Class,South KPK,KPK,Music,Books & Media,Home Office,DEBIT,4,2,0.172,107794.75,178508.11,89254.06,0,1,23,11,0.5953805774278215,0.5967233774417139,0.7366829702089818,34944,2022-11-22 23:14:00,2022-12-01 23:14:00,Mardan,Late delivery,53463.18,0.2995,5,9,2022,11,1,1,-6.927,-18.4916
Same Day,Capital Territory,Federal,Vitamins,Health,Home Office,DEBIT,1,2,0.01,163917.03,324555.72,162277.86,0,1,6,1,0.7340503544365681,0.7377613776137761,0.4316920322291853,80576,2021-01-18 06:31:00,2021-01-21 06:31:00,Muzaffarabad,Shipping on time,-15059.39,-0.0464,2,3,2021,1,0,0,36.5855,138.0645
First Class,North Balochistan,Balochistan,Car Accessories,Automotive,Home Office,PAYMENT,3,3,0.157,176917.27,447423.78,149141.26,0,1,3,10,0.6475729301995985,0.655679392933365,0.5351926799225761,26643,2021-10-22 03:25:00,2021-10-27 03:25:00,Quetta,Late delivery,125726.08,0.281,2,5,2021,10,4,1,26.1177,-132.945
Second Class,Rural Sindh,Sindh,GPS & Navigation,Automotive,Consumer,TRANSFER,3,3,0.292,59267.61,125884.4,41961.47,0,1,1,10,0.5224103055466837,0.5220072294280247,0.6605610122997965,89417,2022-10-20 01:49:00,2022-10-24 01:49:00,Mirpur Khas,Shipping on time,27253.97,0.2165,1,4,2022,10,3,1,35.0417,-99.4299
Same Day,South KPK,KPK,Bedding,Home & Garden,Consumer,TRANSFER,0,3,0.167,293591.04,733684.01,244561.34,0,1,23,11,0.5953805774278215,0.5967233774417139,0.4316920322291853,89343,2021-11-22 23:46:00,2021-11-22 23:46:00,Swat,Shipping on time,254588.35,0.347,0,0,2021,11,0,1,-41.6054,162.3857
First Class,South Balochistan,Balochistan,Bedding,Home & Garden,Consumer,CASH,2,4,0.189,18446.35,59839.96,14959.99,1,1,19,3,0.6475729301995985,0.6395294117647059,0.5351926799225761,44478,2024-03-10 19:48:00,2024-03-16 19:48:00,Quetta,Late delivery,20369.52,0.3404,4,6,2024,3,6,1,18.4171,-71.1491
Same Day,Northern Areas,Federal,Kitchen,Home & Garden,Home Office,PAYMENT,0,3,0.019,250407.69,736949.83,245649.94,0,1,5,8,0.7340503544365681,0.7303862035462716,0.4316920322291853,57390,2022-08-26 05:02:00,2022-08-29 05:02:00,Muzaffarabad,Late delivery,314530.19,0.4268,3,3,2022,8,4,1,55.0239,95.1603
First Class,North Punjab,Punjab,Vitamins,Health,Home Office,TRANSFER,3,1,0.255,7033.39,5239.88,5239.88,0,1,18,1,0.4820809248554913,0.4793103448275862,0.5351926799225761,51413,2021-01-20 18:50:00,2021-01-24 18:50:00,Multan,Shipping on time,1337.74,0.2553,1,4,2021,1,2,1,-40.9884,-64.0452
First Class,Urban Sindh,Sindh,Movies & TV,Books & Media,Consumer,CASH,3,1,0.014,102955.82,101514.44,101514.44,0,1,8,11,0.5224103055466837,0.522814498933902,0.5351926799225761,12948,2023-11-30 08:00:00,2023-12-08 08:00:00,Karachi,Late delivery,6253.29,0.0616,5,8,2023,11,3,1,34.3586,162.406
First Class,Northern Areas,Federal,Car Accessories,Automotive,Corporate,TRANSFER,3,4,0.123,176917.27,620625.78,155156.44,0,1,9,3,0.7340503544365681,0.7303862035462716,0.5351926799225761,12480,2022-03-09 09:46:00,2022-03-14 09:46:00,Islamabad,Late delivery,61255.76,0.0987,2,5,2022,3,2,1,-0.3903,124.504
Same Day,Northern Areas,Federal,Furniture,Home & Garden,Consumer,DEBIT,1,4,0.211,90348.94,285141.25,71285.31,0,1,2,5,0.7340503544365681,0.7303862035462716,0.4316920322291853,21688,2021-05-04 02:12:00,2021-05-06 02:12:00,Islamabad,Late delivery,87310.25,0.3062,1,2,2021,5,1,1,52.8565,-110.1043
Standard Class,North KPK,KPK,Garden Tools,Home & Garden,Consumer,PAYMENT,7,3,0.198,212438.48,511126.98,170375.66,0,1,1,2,0.5953805774278215,0.5940386230058774,0.7366829702089818,50406,2023-02-03 01:35:00,2023-02-11 01:35:00,Kohat,Late delivery,118019.22,0.2309,1,8,2023,2,4,1,52.6642,-156.3475
Same Day,Central Punjab,Punjab,Women's Fashion,Clothing,Home Office,TRANSFER,0,4,0.3,100977.93,282738.2,70684.55,0,1,13,7,0.4820809248554913,0.479179810725552,0.4316920322291853,96678,2024-07-18 13:43:00,2024-07-21 13:43:00,Multan,Late delivery,122680.1,0.4339,3,3,2024,7,3,1,-36.9321,161.4403
Standard Class,Central Punjab,Punjab,Medical Supplies,Health,Home Office,PAYMENT,5,4,0.02,21510.72,84322.02,21080.5,1,1,3,5,0.4820809248554913,0.479179810725552,0.7366829702089818,59250,2022-05-22 03:37:00,2022-05-30 03:37:00,Sialkot,Late delivery,8364.74,0.0992,3,8,2022,5,6,1,0.0243,18.4151
Standard Class,North Punjab,Punjab,Men's Fashion,Clothing,Corporate,TRANSFER,4,3,0.269,159695.38,350211.97,116737.32,0,1,20,6,0.4820809248554913,0.4793103448275862,0.7366829702089818,88079,2023-06-29 20:08:00,2023-07-07 20:08:00,Sialkot,Shipping on time,144777.63,0.4134,4,8,2023,6,3,1,-25.9296,-63.0858
First Class,South KPK,KPK,Outdoor Sports,Sports,Consumer,CASH,3,5,0.26,36118.43,133638.19,26727.64,0,1,4,4,0.5953805774278215,0.5967233774417139,0.5351926799225761,74793,2024-04-02 04:41:00,2024-04-09 04:41:00,Swat,Late delivery,45477.08,0.3403,4,7,2024,4,1,1,-27.5245,-133.3299
Same Day,Capital Territory,Federal,Kitchen,Home & Garden,Corporate,TRANSFER,1,5,0.165,258122.89,1077663.07,215532.61,0,1,13,9,0.7340503544365681,0.7377613776137761,0.4316920322291853,79616,2023-09-05 13:51:00,2023-09-08 13:51:00,Gilgit,Shipping on time,14225.15,0.0132,2,3,2023,9,1,1,33.81,-136.4884
Second Class,Rural Sindh,Sindh,GPS & Navigation,Automotive,Consumer,CASH,4,5,0.2,264253.22,1057012.88,211402.58,1,1,14,1,0.5224103055466837,0.5220072294280247,0.6605610122997965,67044,2024-01-07 14:07:00,2024-01-12 14:07:00,Sukkur,Late delivery,72511.08,0.0686,1,5,2024,1,6,1,40.5732,52.2856
Same Day,North KPK,KPK,Accessories,Clothing,Consumer,CASH,1,4,0.111,92876.56,330269.05,82567.26,0,1,16,2,0.5953805774278215,0.5940386230058774,0.4316920322291853,92359,2021-02-01 16:50:00,2021-02-06 16:50:00,Peshawar,Shipping on time,-11823.63,-0.0358,4,5,2021,2,0,0,-22.5317,160.2697
Same Day,North Balochistan,Balochistan,Snacks,Food,Consumer,CASH,1,1,0.095,182025.08,164732.7,164732.7,1,1,14,7,0.6475729301995985,0.655679392933365,0.4316920322291853,69019,2022-07-23 14:30:00,2022-07-25 14:30:00,Turbat,Late delivery,15731.97,0.0955,1,2,2022,7,5,1,-28.7114,-126.4605
Second Class,Capital Territory,Federal,Footwear,Clothing,Home Office,PAYMENT,4,3,0.09,78885.24,215356.71,71785.57,0,1,2,11,0.7340503544365681,0.7377613776137761,0.6605610122997965,93872,2024-11-28 02:23:00,2024-12-07 02:23:00,Gilgit,Late delivery,11887.69,0.0552,5,9,2024,11,3,1,26.668,162.05
Same Day,South KPK,KPK,Outdoor Sports,Sports,Home Office,DEBIT,1,3,0.009,135414.67,402587.81,134195.94,0,1,8,11,0.5953805774278215,0.5967233774417139,0.4316920322291853,54756,2024-11-13 08:11:00,2024-11-14 08:11:00,Abbottabad,Shipping on time,84905.77,0.2109,0,1,2024,11,2,1,23.3687,-135.0213
Second Class,Rural Sindh,Sindh,Laptops,Electronics,Corporate,CASH,4,2,0.166,147406.86,245874.64,122937.32,0,1,20,12,0.5224103055466837,0.5220072294280247,0.6605610122997965,98113,2023-12-18 20:45:00,2023-12-26 20:45:00,Larkana,Late delivery,52740.11,0.2145,4,8,2023,12,0,1,-41.5417,-38.5757
First Class,Central Punjab,Punjab,Outdoor Sports,Sports,Consumer,CASH,2,4,0.284,219210.23,627818.1,156954.52,0,1,12,5,0.4820809248554913,0.479179810725552,0.5351926799225761,93390,2023-05-24 12:01:00,2023-05-29 12:01:00,Faisalabad,Shipping on time,123805.73,0.1972,3,5,2023,5,2,1,-5.7134,117.332
First Class,Rural Sindh,Sindh,Grocery,Food,Consumer,CASH,3,1,0.02,163051.11,159790.09,159790.09,0,1,9,5,0.5224103055466837,0.5220072294280247,0.5351926799225761,62180,2024-05-13 09:12:00,2024-05-18 09:12:00,Larkana,Shipping on time,26381.34,0.1651,2,5,2024,5,0,1,4.4524,-115.6337
Second Class,South Balochistan,Balochistan,Footwear,Clothing,Home Office,DEBIT,4,4,0.037,9863.49,37994.16,9498.54,1,1,16,10,0.6475729301995985,0.6395294117647059,0.6605610122997965,83957,2024-10-26 16:16:00,2024-10-31 16:16:00,Turbat,Shipping on time,16968.19,0.4466,1,5,2024,10,5,1,-57.5012,25.6295
Second Class,Northern Areas,Federal,Fitness Equipment,Sports,Corporate,PAYMENT,5,5,0.062,137741.0,646005.29,129201.06,0,1,15,11,0.7340503544365681,0.7303862035462716,0.6605610122997965,60881,2024-11-07 15:51:00,2024-11-13 15:51:00,Gilgit,Late delivery,-51809.62,-0.0802,1,6,2024,11,3,0,55.588,104.1429
Same Day,South KPK,KPK,Personal Care,Health,Consumer,DEBIT,0,1,0.183,140170.78,114519.53,114519.53,0,1,1,3,0.5953805774278215,0.5967233774417139,0.4316920322291853,50353,2022-03-03 01:30:00,2022-03-04 01:30:00,Abbottabad,Shipping on time,939.06,0.0082,1,1,2022,3,3,1,51.5484,23.7865
Second Class,North KPK,KPK,Medical Supplies,Health,Consumer,CASH,4,3,0.218,238895.62,560449.12,186816.37,0,1,18,6,0.5953805774278215,0.5940386230058774,0.6605610122997965,10495,2023-06-05 18:55:00,2023-06-10 18:55:00,Peshawar,Late delivery,-25948.79,-0.0463,1,5,2023,6,0,0,-47.6214,30.6139
Standard Class,South KPK,KPK,Women's Fashion,Clothing,Corporate,DEBIT,4,2,0.024,279985.77,546532.22,273266.11,0,1,13,9,0.5953805774278215,0.5967233774417139,0.7366829702089818,30406,2022-09-08 13:57:00,2022-09-14 13:57:00,Peshawar,Late delivery,-22517.13,-0.0412,2,6,2022,9,3,0,25.8757,1.1983
Same Day,Rural Sindh,Sindh,Medical Supplies,Health,Home Office,CASH,1,2,0.289,21510.72,30588.24,15294.12,0,1,20,6,0.5224103055466837,0.5220072294280247,0.4316920322291853,17806,2021-06-18 20:09:00,2021-06-21 20:09:00,Larkana,Late delivery,6411.3,0.2096,2,3,2021,6,4,1,-12.782,20.0417
Same Day,South KPK,KPK,Footwear,Clothing,Corporate,PAYMENT,1,4,0.125,10532.56,36863.96,9215.99,0,1,6,8,0.5953805774278215,0.5967233774417139,0.4316920322291853,47616,2022-08-18 06:35:00,2022-08-19 06:35:00,Abbottabad,Shipping on time,13787.12,0.374,0,1,2022,8,3,1,-25.7574,171.4776
Second Class,South Balochistan,Balochistan,Grocery,Food,Consumer,CASH,4,1,0.257,146151.38,108590.48,108590.48,0,1,17,7,0.6475729301995985,0.6395294117647059,0.6605610122997965,33502,2024-07-09 17:40:00,2024-07-16 17:40:00,Turbat,Late delivery,-10272.66,-0.0946,3,7,2024,7,1,0,36.1553,-84.1948
Standard Class,North KPK,KPK,Music,Books & Media,Home Office,TRANSFER,7,3,0.123,107794.75,283607.99,94536.0,1,1,5,4,0.5953805774278215,0.5940386230058774,0.7366829702089818,68132,2023-04-02 05:22:00,2023-04-11 05:22:00,Abbottabad,Shipping on time,-3715.26,-0.0131,2,9,2023,4,6,0,9.4746,-53.4134
First Class,South Balochistan,Balochistan,Laptops,Electronics,Home Office,PAYMENT,2,4,0.206,147406.86,468164.19,117041.05,1,1,22,2,0.6475729301995985,0.6395294117647059,0.5351926799225761,76872,2024-02-18 22:29:00,2024-02-22 22:29:00,Turbat,Late delivery,15121.7,0.0323,2,4,2024,2,6,1,-13.4492,86.533
Standard Class,North Punjab,Punjab,Audio,Electronics,Consumer,PAYMENT,5,3,0.174,95814.93,237429.4,79143.13,0,1,5,6,0.4820809248554913,0.4793103448275862,0.7366829702089818,90815,2023-06-26 05:32:00,2023-07-05 05:32:00,Lahore,Shipping on time,46559.91,0.1961,4,9,2023,6,0,1,-59.1389,128.5522
Second Class,South KPK,KPK,Audio,Electronics,Home Office,PAYMENT,3,1,0.161,94832.02,79564.06,79564.06,1,1,9,2,0.5953805774278215,0.5967233774417139,0.6605610122997965,19052,2021-02-07 09:01:00,2021-02-12 09:01:00,Swat,Late delivery,-3476.95,-0.0437,2,5,2021,2,6,0,2.1581,-34.5914
Second Class,Capital Territory,Federal,Fitness Equipment,Sports,Home Office,DEBIT,4,1,0.102,73975.12,66429.66,66429.66,0,1,11,5,0.7340503544365681,0.7377613776137761,0.6605610122997965,56871,2023-05-15 11:28:00,2023-05-19 11:28:00,Gilgit,Shipping on time,7812.13,0.1176,0,4,2023,5,0,1,-21.0145,-113.8036
First Class,Urban Sindh,Sindh,Car Accessories,Automotive,Home Office,DEBIT,2,3,0.129,281410.41,735325.4,245108.47,0,1,3,3,0.5224103055466837,0.522814498933902,0.5351926799225761,39523,2021-03-04 03:46:00,2021-03-10 03:46:00,Hyderabad,Shipping on time,105592.73,0.1436,4,6,2021,3,3,1,-4.4739,-166.5236
Same Day,Urban Sindh,Sindh,Vitamins,Health,Home Office,DEBIT,0,5,0.067,26989.36,125905.36,25181.07,1,1,21,5,0.5224103055466837,0.522814498933902,0.4316920322291853,69114,2021-05-15 21:44:00,2021-05-17 21:44:00,Sukkur,Shipping on time,50097.74,0.3979,2,2,2021,5,5,1,-57.1513,31.1793
Second Class,South Balochistan,Balochistan,Fitness Equipment,Sports,Corporate,DEBIT,3,2,0.292,92928.82,131587.21,65793.6,0,1,14,12,0.6475729301995985,0.6395294117647059,0.6605610122997965,93049,2024-12-05 14:13:00,2024-12-09 14:13:00,Khuzdar,Late delivery,21659.25,0.1646,1,4,2024,12,3,1,-46.5638,34.8061
First Class,Central Punjab,Punjab,Cameras,Electronics,Corporate,DEBIT,2,1,0.348,101962.3,66479.42,66479.42,1,1,2,6,0.4820809248554913,0.479179810725552,0.5351926799225761,49692,2021-06-20 02:53:00,2021-06-25 02:53:00,Faisalabad,Shipping on time,-5457.96,-0.0821,3,5,2021,6,6,0,13.3021,-164.3472
Same Day,South KPK,KPK,Outdoor Sports,Sports,Consumer,PAYMENT,1,3,0.132,87437.22,227686.52,75895.51,0,1,8,11,0.5953805774278215,0.5967233774417139,0.4316920322291853,55867,2022-11-02 08:58:00,2022-11-05 08:58:00,Kohat,Late delivery,16917.11,0.0743,2,3,2022,11,2,1,-23.1571,-158.0412
Second Class,Central Punjab,Punjab,Books,Books & Media,Home Office,DEBIT,4,1,0.134,149770.43,129701.19,129701.19,0,1,9,8,0.4820809248554913,0.479179810725552,0.6605610122997965,82920,2021-08-26 09:35:00,2021-09-02 09:35:00,Sialkot,Late delivery,13359.22,0.103,3,7,2021,8,3,1,-11.2461,-106.0493
First Class,Northern Areas,Federal,Vitamins,Health,Consumer,PAYMENT,3,4,0.298,163917.03,460279.02,115069.76,0,1,12,12,0.7340503544365681,0.7303862035462716,0.5351926799225761,16112,2021-12-15 12:31:00,2021-12-22 12:31:00,Rawalpindi,Late delivery,36546.15,0.0794,4,7,2021,12,2,1,-27.4083,77.4956
First Class,Capital Territory,Federal,Laptops,Electronics,Corporate,DEBIT,3,1,0.186,17248.28,14040.1,14040.1,1,1,4,6,0.7340503544365681,0.7377613776137761,0.5351926799225761,55422,2022-06-18 04:47:00,2022-06-24 04:47:00,Islamabad,Late delivery,-936.47,-0.0667,3,6,2022,6,5,0,57.8903,103.1875
Standard Class,South Balochistan,Balochistan,Bedding,Home & Garden,Consumer,DEBIT,5,5,0.332,108210.04,361421.53,72284.31,0,1,5,5,0.6475729301995985,0.6395294117647059,0.7366829702089818,48445,2023-05-01 05:26:00,2023-05-07 05:26:00,Turbat,Late delivery,52153.13,0.1443,1,6,2023,5,0,1,35.4894,37.3369
Standard Class,South KPK,KPK,Team Sports,Sports,Consumer,PAYMENT,6,1,0.154,31140.79,26345.11,26345.11,0,1,14,1,0.5953805774278215,0.5967233774417139,0.7366829702089818,66252,2021-01-12 14:24:00,2021-01-18 14:24:00,Abbottabad,Shipping on time,-2481.71,-0.0942,0,6,2021,1,1,0,50.9431,134.5304
Same Day,Central Punjab,Punjab,Fitness Equipment,Sports,Corporate,PAYMENT,1,4,0.137,213809.45,738070.22,184517.56,0,1,19,4,0.4820809248554913,0.479179810725552,0.4316920322291853,99544,2022-04-08 19:47:00,2022-04-11 19:47:00,Multan,Late delivery,225480.45,0.3055,2,3,2022,4,4,1,-8.9879,-48.3317
Same Day,North Balochistan,Balochistan,Men's Fashion,Clothing,Home Office,DEBIT,0,4,0.122,255677.04,897937.76,224484.44,0,1,13,10,0.6475729301995985,0.655679392933365,0.4316920322291853,80370,2023-10-10 13:00:00,2023-10-11 13:00:00,Turbat,Late delivery,385035.71,0.4288,1,1,2023,10,1,1,42.5329,-28.3227
Same Day,South Punjab,Punjab,Mobiles & Tablets,Electronics,Home Office,CASH,1,5,0.219,269414.69,1052064.36,210412.87,0,1,11,1,0.4820809248554913,0.487797147385103,0.4316920322291853,73205,2023-01-24 11:29:00,2023-01-26 11:29:00,Multan,Late delivery,395862.237500001,0.4065,1,2,2023,1,1,1,-49.8393,-80.487
