shipping_mode,order_region,market,category_name,department_name,customer_segment,payment_type,days_for_shipment_scheduled,order_item_quantity,order_item_discount_rate,order_item_product_price,sales,revenue_per_unit,is_weekend_order,has_discount,order_hour,order_month,market_risk_score,region_risk_score,mode_risk_score,late_delivery_risk
Same Day,North Punjab,Punjab,Footwear,Clothing,Corporate,DEBIT,1,3,0.181,89465.07,219815.68,73271.89,0,1,3,11,0.4820809248554913,0.4793103448275862,0.4316920322291853,0
Same Day,North KPK,KPK,GPS & Navigation,Automotive,Corporate,DEBIT,0,4,0.042,264253.22,1012618.34,253154.58,0,1,10,6,0.5953805774278215,0.5940386230058774,0.4316920322291853,0
Second Class,Capital Territory,Federal,Books,Books & Media,Home Office,TRANSFER,5,3,0.075,263346.73,730787.18,243595.73,0,1,19,2,0.7340503544365681,0.7377613776137761,0.6605610122997965,1
First Class,South Balochistan,Balochistan,Men's Fashion,Clothing,Home Office,TRANSFER,3,2,0.12,33280.22,58573.19,29286.6,0,1,0,5,0.6475729301995985,0.6395294117647059,0.5351926799225761,0
Same Day,North Balochistan,Balochistan,Kitchen,Home & Garden,Home Office,CASH,0,3,0.038,141134.86,407315.21,135771.74,1,1,6,12,0.6475729301995985,0.655679392933365,0.4316920322291853,1
Same Day,Rural Sindh,Sindh,Movies & TV,Books & Media,Corporate,CASH,1,2,0.26,112875.81,167056.2,83528.1,1,1,11,5,0.5224103055466837,0.5220072294280247,0.4316920322291853,0
Second Class,Rural Sindh,Sindh,Car Accessories,Automotive,Consumer,PAYMENT,4,1,0.283,287165.02,205897.32,205897.32,0,1,10,10,0.5224103055466837,0.5220072294280247,0.6605610122997965,1
Second Class,North KPK,KPK,Furniture,Home & Garden,Consumer,PAYMENT,5,5,0.048,110200.1,524552.48,104910.5,1,1,9,7,0.5953805774278215,0.5940386230058774,0.6605610122997965,0
Second Class,Central Punjab,Punjab,Bedding,Home & Garden,Consumer,CASH,5,5,0.347,90198.36,294497.65,58899.53,0,1,16,1,0.4820809248554913,0.479179810725552,0.6605610122997965,1
Second Class,Rural Sindh,Sindh,Personal Care,Health,Home Office,DEBIT,5,3,0.204,155554.17,371463.36,123821.12,0,1,3,9,0.5224103055466837,0.5220072294280247,0.6605610122997965,0
First Class,North Punjab,Punjab,Movies & TV,Books & Media,Consumer,DEBIT,3,3,0.095,273866.01,743546.22,247848.74,0,1,1,7,0.4820809248554913,0.4793103448275862,0.5351926799225761,1
Same Day,South Punjab,Punjab,Fitness Equipment,Sports,Home Office,DEBIT,0,5,0.332,137741.0,460054.94,92010.99,0,1,0,2,0.4820809248554913,0.487797147385103,0.4316920322291853,0
Same Day,Rural Sindh,Sindh,Accessories,Clothing,Consumer,PAYMENT,1,5,0.229,238605.62,919824.67,183964.93,1,1,11,8,0.5224103055466837,0.5220072294280247,0.4316920322291853,0
Same Day,Rural Sindh,Sindh,Cameras,Electronics,Corporate,CASH,1,4,0.272,262788.76,765240.87,191310.22,0,1,12,10,0.5224103055466837,0.5220072294280247,0.4316920322291853,1
Same Day,North Punjab,Punjab,Grocery,Food,Corporate,CASH,1,5,0.042,105840.25,506974.8,101394.96,1,1,17,4,0.4820809248554913,0.4793103448275862,0.4316920322291853,0
First Class,Capital Territory,Federal,Men's Fashion,Clothing,Corporate,PAYMENT,3,3,0.198,161291.57,388067.52,129355.84,0,1,12,4,0.7340503544365681,0.7377613776137761,0.5351926799225761,1
Second Class,South Punjab,Punjab,Bedding,Home & Garden,Corporate,DEBIT,4,4,0.133,40811.33,141533.69,35383.42,0,1,3,8,0.4820809248554913,0.487797147385103,0.6605610122997965,0
Second Class,North Punjab,Punjab,Fitness Equipment,Sports,Corporate,CASH,5,1,0.276,213809.45,154798.04,154798.04,0,1,5,11,0.4820809248554913,0.4793103448275862,0.6605610122997965,0
Standard Class,South Punjab,Punjab,Books,Books & Media,Home Office,PAYMENT,6,1,0.325,115723.32,78113.24,78113.24,0,1,19,5,0.4820809248554913,0.487797147385103,0.7366829702089818,1
First Class,Central Punjab,Punjab,Beverages,Food,Consumer,CASH,2,5,0.241,88443.41,335642.74,67128.55,0,1,10,9,0.4820809248554913,0.479179810725552,0.5351926799225761,0
Second Class,Capital Territory,Federal,Women's Fashion,Clothing,Consumer,PAYMENT,4,2,0.079,100977.93,186001.35,93000.68,0,1,23,3,0.7340503544365681,0.7377613776137761,0.6605610122997965,0
Standard Class,North Balochistan,Balochistan,GPS & Navigation,Automotive,Corporate,PAYMENT,4,1,0.145,59267.61,50673.81,50673.81,0,1,14,10,0.6475729301995985,0.655679392933365,0.7366829702089818,1
Same Day,North KPK,KPK,Personal Care,Health,Home Office,TRANSFER,1,4,0.311,74725.28,205942.87,51485.72,1,1,9,12,0.5953805774278215,0.5940386230058774,0.4316920322291853,1
First Class,North KPK,KPK,Laptops,Electronics,Consumer,PAYMENT,3,2,0.286,175542.69,250674.96,125337.48,0,1,9,1,0.5953805774278215,0.5940386230058774,0.5351926799225761,0
Same Day,South KPK,KPK,Outdoor Sports,Sports,Home Office,DEBIT,0,5,0.216,135414.67,530825.51,106165.1,1,1,2,4,0.5953805774278215,0.5967233774417139,0.4316920322291853,1
Second Class,South Balochistan,Balochistan,Beverages,Food,Consumer,DEBIT,4,4,0.044,272756.44,1043020.63,260755.16,1,1,8,8,0.6475729301995985,0.6395294117647059,0.6605610122997965,1
Standard Class,South Punjab,Punjab,Snacks,Food,Corporate,PAYMENT,5,1,0.086,146867.69,134237.07,134237.07,0,1,22,8,0.4820809248554913,0.487797147385103,0.7366829702089818,0
First Class,Urban Sindh,Sindh,Movies & TV,Books & Media,Consumer,PAYMENT,2,3,0.235,268276.45,615694.45,205231.48,0,1,21,10,0.5224103055466837,0.522814498933902,0.5351926799225761,0
Second Class,Capital Territory,Federal,Fitness Equipment,Sports,Consumer,CASH,3,5,0.331,125120.63,418528.51,83705.7,0,1,20,7,0.7340503544365681,0.7377613776137761,0.6605610122997965,1
First Class,Central Punjab,Punjab,Books,Books & Media,Consumer,TRANSFER,2,2,0.338,263346.73,348671.07,174335.54,1,1,17,10,0.4820809248554913,0.479179810725552,0.5351926799225761,1
First Class,Capital Territory,Federal,Car Accessories,Automotive,Consumer,TRANSFER,3,5,0.124,181525.66,795082.39,159016.48,1,1,23,12,0.7340503544365681,0.7377613776137761,0.5351926799225761,1
First Class,Central Punjab,Punjab,Garden Tools,Home & Garden,Home Office,TRANSFER,2,2,0.331,295889.35,395899.95,197949.98,1,1,8,5,0.4820809248554913,0.479179810725552,0.5351926799225761,0
First Class,North Balochistan,Balochistan,Footwear,Clothing,Consumer,CASH,3,5,0.106,189689.96,847914.12,169582.82,1,1,23,12,0.6475729301995985,0.655679392933365,0.5351926799225761,1
Second Class,North KPK,KPK,Laptops,Electronics,Home Office,CASH,5,3,0.028,17248.28,50295.98,16765.33,0,1,6,8,0.5953805774278215,0.5940386230058774,0.6605610122997965,1
Second Class,Rural Sindh,Sindh,Books,Books & Media,Home Office,DEBIT,5,5,0.085,116531.8,533132.98,106626.6,0,1,10,3,0.5224103055466837,0.5220072294280247,0.6605610122997965,1
First Class,Rural Sindh,Sindh,Personal Care,Health,Consumer,CASH,3,3,0.12,210353.37,555332.9,185110.97,1,1,23,11,0.5224103055466837,0.5220072294280247,0.5351926799225761,0
Standard Class,Northern Areas,Federal,Movies & TV,Books & Media,Consumer,DEBIT,5,5,0.158,112875.81,475207.16,95041.43,1,1,20,12,0.7340503544365681,0.7303862035462716,0.7366829702089818,1
Second Class,North Punjab,Punjab,Tools & Equipment,Automotive,Corporate,DEBIT,3,5,0.319,270126.08,919779.3,183955.86,0,1,4,9,0.4820809248554913,0.4793103448275862,0.6605610122997965,0
First Class,Northern Areas,Federal,Furniture,Home & Garden,Corporate,TRANSFER,3,3,0.289,299265.54,638333.4,212777.8,0,1,5,6,0.7340503544365681,0.7303862035462716,0.5351926799225761,1
Same Day,North Balochistan,Balochistan,Kitchen,Home & Garden,Home Office,DEBIT,0,1,0.265,250407.69,184049.65,184049.65,0,1,0,10,0.6475729301995985,0.655679392933365,0.4316920322291853,0
First Class,South KPK,KPK,GPS & Navigation,Automotive,Consumer,TRANSFER,2,3,0.169,236579.77,589793.37,196597.79,0,1,12,7,0.5953805774278215,0.5967233774417139,0.5351926799225761,1
Second Class,Northern Areas,Federal,Laptops,Electronics,Corporate,DEBIT,4,1,0.334,175542.69,116911.43,116911.43,0,1,22,12,0.7340503544365681,0.7303862035462716,0.6605610122997965,1
Same Day,North KPK,KPK,Garden Tools,Home & Garden,Consumer,CASH,0,5,0.327,109129.83,367221.88,73444.38,1,1,2,1,0.5953805774278215,0.5940386230058774,0.4316920322291853,0
First Class,Rural Sindh,Sindh,Bedding,Home & Garden,Home Office,PAYMENT,2,2,0.034,225231.53,435147.32,217573.66,0,1,9,2,0.5224103055466837,0.5220072294280247,0.5351926799225761,0
First Class,Rural Sindh,Sindh,Garden Tools,Home & Garden,Consumer,TRANSFER,3,2,0.172,212438.48,351798.12,175899.06,0,1,12,4,0.5224103055466837,0.5220072294280247,0.5351926799225761,1
First Class,Central Punjab,Punjab,Snacks,Food,Home Office,DEBIT,2,5,0.231,45151.62,173607.98,34721.6,1,1,5,7,0.4820809248554913,0.479179810725552,0.5351926799225761,1
Standard Class,Rural Sindh,Sindh,Tools & Equipment,Automotive,Consumer,DEBIT,5,5,0.263,55994.28,206338.92,41267.78,0,1,14,7,0.5224103055466837,0.5220072294280247,0.7366829702089818,1
Second Class,North Balochistan,Balochistan,Cameras,Electronics,Corporate,CASH,4,4,0.297,23302.29,65526.04,16381.51,0,1,17,6,0.6475729301995985,0.655679392933365,0.6605610122997965,1
First Class,South Punjab,Punjab,Women's Fashion,Clothing,Corporate,DEBIT,3,1,0.332,10872.73,7262.98,7262.98,1,1,19,12,0.4820809248554913,0.487797147385103,0.5351926799225761,1
Second Class,Northern Areas,Federal,Movies & TV,Books & Media,Consumer,DEBIT,5,2,0.344,294748.02,386709.4,193354.7,0,1,16,12,0.7340503544365681,0.7303862035462716,0.6605610122997965,1
First Class,North KPK,KPK,Cameras,Electronics,Consumer,PAYMENT,2,3,0.176,101962.3,252050.81,84016.94,0,1,22,5,0.5953805774278215,0.5940386230058774,0.5351926799225761,0
Same Day,Rural Sindh,Sindh,Women's Fashion,Clothing,Consumer,CASH,0,1,0.198,63066.88,50579.64,50579.64,1,1,22,8,0.5224103055466837,0.5220072294280247,0.4316920322291853,1
Second Class,Rural Sindh,Sindh,Women's Fashion,Clothing,Corporate,CASH,4,4,0.04,153133.05,588030.91,147007.73,1,1,15,5,0.5224103055466837,0.5220072294280247,0.6605610122997965,1
Same Day,North Punjab,Punjab,Tools & Equipment,Automotive,Corporate,PAYMENT,1,2,0.122,80600.94,141535.25,70767.62,0,1,3,9,0.4820809248554913,0.4793103448275862,0.4316920322291853,0
First Class,North Punjab,Punjab,Kitchen,Home & Garden,Consumer,DEBIT,2,2,0.23,227066.32,349682.13,174841.06,0,1,7,3,0.4820809248554913,0.4793103448275862,0.5351926799225761,0
First Class,North Punjab,Punjab,Music,Books & Media,Consumer,TRANSFER,2,1,0.217,71032.24,55618.24,55618.24,0,1,11,6,0.4820809248554913,0.4793103448275862,0.5351926799225761,0
Second Class,North Balochistan,Balochistan,Books,Books & Media,Corporate,PAYMENT,3,4,0.026,107907.38,420407.15,105101.79,0,1,4,10,0.6475729301995985,0.655679392933365,0.6605610122997965,1
Second Class,Urban Sindh,Sindh,Tools & Equipment,Automotive,Home Office,CASH,5,1,0.152,158477.8,134389.17,134389.17,0,1,21,9,0.5224103055466837,0.522814498933902,0.6605610122997965,1
Second Class,Northern Areas,Federal,Personal Care,Health,Consumer,CASH,4,2,0.1,171715.08,309087.14,154543.57,0,1,15,12,0.7340503544365681,0.7303862035462716,0.6605610122997965,1
Same Day,Rural Sindh,Sindh,Snacks,Food,Corporate,CASH,0,3,0.175,199145.8,492885.85,164295.28,0,1,7,8,0.5224103055466837,0.5220072294280247,0.4316920322291853,0
Second Class,North Punjab,Punjab,Music,Books & Media,Home Office,DEBIT,5,3,0.036,71032.24,205425.24,68475.08,0,1,23,5,0.4820809248554913,0.4793103448275862,0.6605610122997965,1
First Class,North Punjab,Punjab,Car Accessories,Automotive,Home Office,DEBIT,3,2,0.078,152135.34,280537.57,140268.78,0,1,4,2,0.4820809248554913,0.4793103448275862,0.5351926799225761,0
Same Day,Capital Territory,Federal,Cameras,Electronics,Corporate,CASH,1,4,0.341,95587.92,251969.76,62992.44,0,1,8,1,0.7340503544365681,0.7377613776137761,0.4316920322291853,1
First Class,Rural Sindh,Sindh,Women's Fashion,Clothing,Consumer,CASH,2,3,0.329,100977.93,203268.57,67756.19,1,1,19,4,0.5224103055466837,0.5220072294280247,0.5351926799225761,1
Standard Class,South Balochistan,Balochistan,GPS & Navigation,Automotive,Home Office,DEBIT,7,3,0.091,104396.7,284689.8,94896.6,1,1,4,9,0.6475729301995985,0.6395294117647059,0.7366829702089818,1
Standard Class,North Punjab,Punjab,Outdoor Sports,Sports,Home Office,PAYMENT,6,1,0.17,44402.64,36854.19,36854.19,0,1,10,10,0.4820809248554913,0.4793103448275862,0.7366829702089818,1
Second Class,Urban Sindh,Sindh,Furniture,Home & Garden,Consumer,TRANSFER,5,2,0.069,90348.94,168229.73,84114.86,0,1,13,7,0.5224103055466837,0.522814498933902,0.6605610122997965,1
First Class,South Punjab,Punjab,Vitamins,Health,Consumer,CASH,2,1,0.232,157450.33,120921.85,120921.85,1,1,17,1,0.4820809248554913,0.487797147385103,0.5351926799225761,0
First Class,South KPK,KPK,Vitamins,Health,Home Office,TRANSFER,3,1,0.011,142412.55,140846.01,140846.01,0,1,3,7,0.5953805774278215,0.5967233774417139,0.5351926799225761,0
Second Class,North Balochistan,Balochistan,Men's Fashion,Clothing,Consumer,CASH,5,1,0.236,248368.78,189753.75,189753.75,0,1,16,10,0.6475729301995985,0.655679392933365,0.6605610122997965,1
Standard Class,Northern Areas,Federal,Fitness Equipment,Sports,Corporate,CASH,6,1,0.292,92928.82,65793.6,65793.6,0,1,6,11,0.7340503544365681,0.7303862035462716,0.7366829702089818,1
First Class,North Punjab,Punjab,Medical Supplies,Health,Consumer,CASH,2,5,0.208,165913.3,657016.67,131403.33,1,1,0,1,0.4820809248554913,0.4793103448275862,0.5351926799225761,1
Standard Class,South KPK,KPK,Garden Tools,Home & Garden,Home Office,CASH,7,4,0.147,38625.99,131791.88,32947.97,0,1,4,3,0.5953805774278215,0.5967233774417139,0.7366829702089818,0
Standard Class,North Balochistan,Balochistan,Accessories,Clothing,Home Office,DEBIT,5,1,0.346,160323.72,104851.71,104851.71,0,1,13,10,0.6475729301995985,0.655679392933365,0.7366829702089818,0
Standard Class,North KPK,KPK,Grocery,Food,Corporate,TRANSFER,4,5,0.34,102625.69,338664.78,67732.96,1,1,6,11,0.5953805774278215,0.5940386230058774,0.7366829702089818,1
Second Class,North KPK,KPK,Women's Fashion,Clothing,Corporate,CASH,3,5,0.258,10872.73,40337.83,8067.57,0,1,2,1,0.5953805774278215,0.5940386230058774,0.6605610122997965,1
Same Day,South Balochistan,Balochistan,Men's Fashion,Clothing,Home Office,CASH,0,5,0.021,161291.57,789522.24,157904.45,0,1,22,12,0.6475729301995985,0.6395294117647059,0.4316920322291853,1
Second Class,North Balochistan,Balochistan,Audio,Electronics,Corporate,CASH,5,3,0.188,229687.58,559518.94,186506.31,1,1,21,11,0.6475729301995985,0.655679392933365,0.6605610122997965,0
Same Day,Urban Sindh,Sindh,Vitamins,Health,Corporate,CASH,1,2,0.329,163917.03,219976.65,109988.32,0,1,1,7,0.5224103055466837,0.522814498933902,0.4316920322291853,1
Second Class,South Punjab,Punjab,Men's Fashion,Clothing,Home Office,PAYMENT,3,5,0.234,263551.2,1009401.1,201880.22,0,1,2,4,0.4820809248554913,0.487797147385103,0.6605610122997965,1
Same Day,Central Punjab,Punjab,Movies & TV,Books & Media,Corporate,DEBIT,1,5,0.273,294748.02,1071409.05,214281.81,0,1,20,11,0.4820809248554913,0.479179810725552,0.4316920322291853,0
First Class,South KPK,KPK,Medical Supplies,Health,Home Office,PAYMENT,3,4,0.219,162221.04,506778.53,126694.63,0,1,17,5,0.5953805774278215,0.5967233774417139,0.5351926799225761,1
First Class,Northern Areas,Federal,Beverages,Food,Corporate,CASH,3,5,0.34,238279.13,786321.13,157264.23,0,1,13,12,0.7340503544365681,0.7303862035462716,0.5351926799225761,1
Standard Class,North KPK,KPK,Cameras,Electronics,Consumer,PAYMENT,4,5,0.316,42546.33,145508.45,29101.69,0,1,14,12,0.5953805774278215,0.5940386230058774,0.7366829702089818,1
Standard Class,South KPK,KPK,Tools & Equipment,Automotive,Home Office,PAYMENT,4,4,0.3,188047.63,526533.36,131633.34,0,1,3,2,0.5953805774278215,0.5967233774417139,0.7366829702089818,1
Standard Class,Rural Sindh,Sindh,Accessories,Clothing,Consumer,DEBIT,4,4,0.316,238605.62,652824.98,163206.24,0,1,18,8,0.5224103055466837,0.5220072294280247,0.7366829702089818,0
Same Day,Northern Areas,Federal,Tools & Equipment,Automotive,Corporate,TRANSFER,1,4,0.085,234283.35,857477.06,214369.26,0,1,15,12,0.7340503544365681,0.7303862035462716,0.4316920322291853,0
Same Day,South Balochistan,Balochistan,Women's Fashion,Clothing,Consumer,CASH,0,1,0.013,41369.57,40831.77,40831.77,0,1,3,6,0.6475729301995985,0.6395294117647059,0.4316920322291853,0
Standard Class,South KPK,KPK,Garden Tools,Home & Garden,Home Office,PAYMENT,4,2,0.005,132947.52,264565.56,132282.78,1,1,1,10,0.5953805774278215,0.5967233774417139,0.7366829702089818,0
Second Class,Northern Areas,Federal,Kitchen,Home & Garden,Corporate,PAYMENT,3,5,0.297,37703.1,132526.4,26505.28,0,1,20,2,0.7340503544365681,0.7303862035462716,0.6605610122997965,0
Second Class,Northern Areas,Federal,GPS & Navigation,Automotive,Corporate,TRANSFER,4,4,0.267,133145.25,390381.87,97595.47,1,1,17,2,0.7340503544365681,0.7303862035462716,0.6605610122997965,1
First Class,Northern Areas,Federal,Outdoor Sports,Sports,Consumer,CASH,3,4,0.224,135414.67,420327.14,105081.78,0,1,5,4,0.7340503544365681,0.7303862035462716,0.5351926799225761,1
First Class,North Punjab,Punjab,Fitness Equipment,Sports,Consumer,PAYMENT,2,3,0.286,206175.2,441627.28,147209.09,0,1,9,11,0.4820809248554913,0.4793103448275862,0.5351926799225761,0
First Class,South KPK,KPK,Women's Fashion,Clothing,Consumer,CASH,3,2,0.31,153133.05,211323.61,105661.8,1,1,16,3,0.5953805774278215,0.5967233774417139,0.5351926799225761,1
Standard Class,South KPK,KPK,Garden Tools,Home & Garden,Corporate,PAYMENT,4,4,0.103,184927.14,663518.58,165879.64,0,1,12,11,0.5953805774278215,0.5967233774417139,0.7366829702089818,0
First Class,North KPK,KPK,Audio,Electronics,Consumer,PAYMENT,2,3,0.165,183916.23,460710.16,153570.05,1,1,21,4,0.5953805774278215,0.5940386230058774,0.5351926799225761,0
Same Day,Rural Sindh,Sindh,Bedding,Home & Garden,Corporate,PAYMENT,0,5,0.233,40811.33,156511.45,31302.29,1,1,20,3,0.5224103055466837,0.5220072294280247,0.4316920322291853,0
Standard Class,North Punjab,Punjab,Cameras,Electronics,Corporate,DEBIT,6,1,0.317,62843.2,42921.91,42921.91,1,1,20,4,0.4820809248554913,0.4793103448275862,0.7366829702089818,0
Second Class,South Balochistan,Balochistan,Vitamins,Health,Corporate,PAYMENT,5,4,0.105,9499.91,34009.68,8502.42,0,1,11,2,0.6475729301995985,0.6395294117647059,0.6605610122997965,0
First Class,South Punjab,Punjab,Snacks,Food,Home Office,TRANSFER,3,5,0.032,207099.28,1002360.52,200472.1,1,1,3,3,0.4820809248554913,0.487797147385103,0.5351926799225761,1
Second Class,Central Punjab,Punjab,Music,Books & Media,Corporate,PAYMENT,4,3,0.115,135613.71,360054.4,120018.13,0,1,23,12,0.4820809248554913,0.479179810725552,0.6605610122997965,1
Standard Class,North Punjab,Punjab,GPS & Navigation,Automotive,Consumer,TRANSFER,5,4,0.348,224235.28,584805.61,146201.4,1,1,2,10,0.4820809248554913,0.4793103448275862,0.7366829702089818,1
Standard Class,Rural Sindh,Sindh,Beverages,Food,Home Office,DEBIT,6,1,0.054,13248.99,12533.54,12533.54,0,1,6,4,0.5224103055466837,0.5220072294280247,0.7366829702089818,1
Standard Class,Urban Sindh,Sindh,Medical Supplies,Health,Consumer,TRANSFER,4,3,0.096,60188.74,163231.86,54410.62,0,1,15,7,0.5224103055466837,0.522814498933902,0.7366829702089818,1
Second Class,South KPK,KPK,Personal Care,Health,Consumer,TRANSFER,3,5,0.282,140170.78,503213.1,100642.62,0,1,22,6,0.5953805774278215,0.5967233774417139,0.6605610122997965,1
Second Class,South KPK,KPK,Accessories,Clothing,Consumer,TRANSFER,3,2,0.331,74716.69,99970.93,49985.46,0,1,8,6,0.5953805774278215,0.5967233774417139,0.6605610122997965,0
Same Day,North Punjab,Punjab,Women's Fashion,Clothing,Corporate,TRANSFER,1,4,0.018,63066.88,247726.7,61931.68,0,1,9,9,0.4820809248554913,0.4793103448275862,0.4316920322291853,0
First Class,South Punjab,Punjab,Garden Tools,Home & Garden,Corporate,DEBIT,3,3,0.281,38625.99,83316.26,27772.09,1,1,10,3,0.4820809248554913,0.487797147385103,0.5351926799225761,1
Second Class,Central Punjab,Punjab,Grocery,Food,Home Office,CASH,5,4,0.127,92142.74,321762.45,80440.61,0,1,16,9,0.4820809248554913,0.479179810725552,0.6605610122997965,1
First Class,North KPK,KPK,Women's Fashion,Clothing,Home Office,TRANSFER,3,3,0.141,112075.78,288819.29,96273.1,0,1,7,9,0.5953805774278215,0.5940386230058774,0.5351926799225761,0
First Class,North Punjab,Punjab,Personal Care,Health,Corporate,TRANSFER,2,5,0.015,243491.28,1199194.55,239838.91,0,1,16,9,0.4820809248554913,0.4793103448275862,0.5351926799225761,0
